http://www.aplicaciones.info/ortogra/opal31.htm,,,,,
,,,,,
GROUP,TYPE,OPTIONS,WORD,ANSWER,MESSAGE
bv,word,"b,v",mo_ilidad,1,
bv,word,"b,v",_icéfalo,0,
bv,word,"b,v",cla_e,1,
bv,word,"b,v",su_director,0,
bv,word,"b,v",so_eranía,0,
bv,word,"b,v",_iga,1,
bv,word,"b,v",pa_o,1,
bv,word,"b,v",pol_o,1,
bv,word,"b,v",sá_ana,0,
bv,word,"b,v",sel_a,1,
bv,word,"b,v",sil_ar,0,
bv,word,"b,v",cla_el,1,
bv,word,"b,v",ti_urón,0,
bv,word,"b,v",cha_al,1,
bv,word,"b,v",tra_ajar,0,
bv,word,"b,v",tra_ieso,1,
bv,word,"b,v",a_ecedario,0,
bv,word,"b,v",_isita,1,
bv,word,"b,v",al_aricoque,0,
bv,word,"b,v",ar_usto,0,
bv,word,"b,v",a_anzar,1,
bv,word,"b,v",a_estruz,1,
bv,word,"b,v",_arba,0,
bv,word,"b,v",_ino,1,
bv,word,"b,v",_anco,0,
bv,word,"b,v",_iejo,1,
bv,word,"b,v",a_rir,0,
bv,word,"b,v",ad_ertir,1,
bv,word,"b,v",afirmati_o,1,
bv,word,"b,v",ama_le,0,
bv,word,"b,v",cue_a,1,
bv,word,"b,v",su_ir,0,
bv,word,"b,v",o_struir,0,
bv,word,"b,v",atre_er,1,
bv,word,"b,v",a_ión,1,
bv,word,"b,v",_andido,0,
bv,word,"b,v",ad_erbio,1,
bv,word,"b,v",a_rigo,0,
bv,word,"b,v",afecti_o,1,
bv,word,"b,v",agrada_le,0,
bv,word,"b,v",_illano,1,
bv,word,"b,v",_ulto,0,
bv,word,"b,v",sa_er,0,
bv,word,"b,v",ama_ilidad,0,
bv,word,"b,v",carní_oro,1,
bv,word,"b,v",medita_undo,0,
bv,word,"b,v",ad_ersario,1,
bv,word,"b,v",a_rir,0,
bv,word,"b,v",afirmati_o,1,
bv,word,"b,v",su_ir,0,
bv,word,"b,v",_illanía,1,
bv,word,"b,v",_uque,0,
bv,word,"b,v",ca_er,0,
bv,word,"b,v",esta_ilidad,0,
bv,word,"b,v",graní_oro,1,
bv,word,"b,v",nausea_undo,0,
bv,word,"b,v",enjam_re,0,
bv,word,"b,v",gar_o,0,
bv,word,"b,v",gra_ación,0,
bv,word,"b,v",graní_oro,1,
bv,word,"b,v",para_ién,0,
bv,word,"b,v",positi_o,1,
bv,word,"b,v",ca_o,0,
bv,word,"b,v",pro_incia,1,
bv,word,"b,v",prue_a,0,
bv,word,"b,v",Que_edo,1,
bv,word,"b,v",entraña_le,0,
bv,word,"b,v",ga_eta,1,
bv,word,"b,v",gra_adora,0,
bv,word,"b,v",Guadalqui_ir,1,
bv,word,"b,v",pese_re,0,
bv,word,"b,v",preca_er,1,
bv,word,"b,v",preferi_le,0,
bv,word,"b,v",pre_enir,1,
bv,word,"b,v",re_año,0,
bv,word,"b,v",retro_isor,1,
bv,word,"b,v",entre_ista,1,
bv,word,"b,v",ga_ilán,1,
bv,word,"b,v",gra_e,1,
bv,word,"b,v",Pa_lo,0,
bv,word,"b,v",pro_echo,1,
bv,word,"b,v",prover_io,0,
bv,word,"b,v",reacti_ar,1,
bv,word,"b,v",re_aja,0,
bv,word,"b,v",remo_er,1,
bv,word,"b,v",re_erdecer,1,
bv,word,"b,v",en_asado,1,
bv,word,"b,v",furti_o,1,
bv,word,"b,v",fusi_le,0,
bv,word,"b,v",ga_iota,1,
bv,word,"b,v",pú_lico,0,
bv,word,"b,v",re_elde,0,
bv,word,"b,v",re_ancha,1,
bv,word,"b,v",re_ivir,1,
bv,word,"b,v",ri_era,0,
bv,word,"b,v",ro_ot,0,
bv,word,"b,v",preca_er,1,
bv,word,"b,v",be_er,0,
bv,word,"b,v",de_er,0,
bv,word,"b,v",Sego_ia,1,
bv,word,"b,v",em_olsar,0,
bv,word,"b,v",aerona_e,1,
bv,word,"b,v",al_orotar,0,
bv,word,"b,v",archi_o,1,
bv,word,"b,v",a_ícola,1,
bv,word,"b,v",_eca,0,
bv,word,"b,v",_acación,1,
bv,word,"b,v",_osque,0,
bv,word,"b,v",_ago,1,
bv,word,"b,v",_orde,0,
bv,word,"b,v",_aler,1,
bv,word,"b,v",_aliente,1,
bv,word,"b,v",_ola,0,
bv,word,"b,v",_egetal,1,
bv,word,"b,v",_obo,0,
bv,word,"b,v",_ela,1,
bv,word,"b,v",_agón,1,
bv,word,"b,v",_orrar,0,
bv,word,"b,v",_acuna,1,
bv,word,"b,v",casca_el,0,
bv,word,"b,v",ca_ar,1,
bv,word,"b,v",to_ogán,0,
bv,word,"b,v",chi_ato,1,
bv,word,"b,v",te_eo,0,
bv,word,"b,v",cla_o,1,
bv,word,"b,v",cor_ata,0,
bv,word,"b,v",_erde,1,
bv,word,"b,v",be_é,0,
bv,word,"b,v",_entilador,1,
bv,word,"b,v",_estia,0,
bv,word,"b,v",_ender,1,
bv,word,"b,v",_igote,0,
bv,word,"b,v",_einte,1,
bv,word,"b,v",_oda,0,
bv,word,"b,v",_aso,1,
bv,word,"b,v",_olsa,0,
bv,word,"b,v",ad_ertencia,1,
bv,word,"b,v",terri_le,0,
bv,word,"b,v",afecti_o,1,
bv,word,"b,v",afirmati_o,1,
bv,word,"b,v",agrada_le,0,
bv,word,"b,v",aguanie_e,1,
bv,word,"b,v",Ála_a,1,
bv,word,"b,v",ama_le,0,
bv,word,"b,v",andu_e,1,
bv,word,"b,v",aperiti_o,1,
bv,word,"b,v",agrada_le,0,
bv,word,"b,v",centa_o,1,
bv,word,"b,v",chi_o,1,
bv,word,"b,v",o_stáculo,0,
bv,word,"b,v",atra_esar,1,
bv,word,"b,v",a_entura,1,
bv,word,"b,v",_alcón,0,
bv,word,"b,v",_alonmano,0,
bv,word,"b,v",_iña,1,
bv,word,"b,v",_oca,0,
bv,word,"b,v",apeteci_le,0,
bv,word,"b,v",suscri_ir,0,
bv,word,"b,v",arma_le,0,
bv,word,"b,v",astrona_e,1,
bv,word,"b,v",aumentati_o,1,
bv,word,"b,v",_isílaba,0,
bv,word,"b,v",_lando,0,
bv,word,"b,v",diecinue_e,1,
bv,word,"b,v",_lusa,0,
bv,word,"b,v",diminuti_o,1,
bv,word,"b,v",a_estruz,1,
bv,word,"b,v",_anco,0,
bv,word,"b,v",_iejo,1,
bv,word,"b,v",_iajar,1,
bv,word,"b,v",_asura,0,
bv,word,"b,v",_igote,0,
bv,word,"b,v",_entilador,1,
bv,word,"b,v",_onito,0,
bv,word,"b,v",_osque,0,
bv,word,"b,v",_agón,1,
bv,word,"b,v",equili_rista,0,
bv,word,"b,v",pasi_idad,1,
bv,word,"b,v",patí_ulo,0,
bv,word,"b,v",pensati_o,1,
bv,word,"b,v",perci_ir,0,
bv,word,"b,v",perspecti_a,1,
bv,word,"b,v",posi_ilidad,0,
bv,word,"b,v",pre_alecer,1,
bv,word,"b,v",primiti_o,1,
bv,word,"b,v",pro_ar,0,
bv,word,"b,v",equi_alencia,1,
bv,word,"b,v",fo_ia,0,
bv,word,"b,v",pasi_o,1,
bv,word,"b,v",polisíla_a,0,
bv,word,"b,v",preser_ar,1,
bv,word,"b,v",glo_o,0,
bv,word,"b,v",prima_era,1,
bv,word,"b,v",posi_le,0,
bv,word,"b,v",pro_lema,0,
bv,word,"b,v",producti_o,1,
bv,word,"b,v",equi_ocarse,1,
bv,word,"b,v",fút_ol,0,
bv,word,"b,v",persuasi_o,1,
bv,word,"b,v",pu_ertad,0,
bv,word,"b,v",reci_idor,0,
bv,word,"b,v",relati_o,1,
bv,word,"b,v",reno_ar,1,
bv,word,"b,v",re_ersible,1,
bv,word,"b,v",re_ista,1,
bv,word,"b,v",ri_alidad,1,
bv,word,"b,v",espa_ilado,0,
bv,word,"b,v",fa_uloso,0,
bv,word,"b,v",gara_ato,0,
bv,word,"b,v",pa_imento,1,
bv,word,"b,v",re_elión,0,
bv,word,"b,v",redo_lar,0,
bv,word,"b,v",rele_o,1,
bv,word,"b,v",res_alar,0,
bv,word,"b,v",resol_er,1,
bv,word,"b,v",respeta_le,0,
bv,word,"b,v",_illanía,1,
bv,word,"b,v",_uque,0,
bv,word,"b,v",_isión,1,
bv,word,"b,v",pro_enir,1,
bv,word,"b,v",ca_er,0,
bv,word,"b,v",sa_er,0,
bv,word,"b,v",Torre_ieja,1,
bv,word,"b,v",em_otellar,0,
bv,word,"b,v",a_ión,1,
bv,word,"b,v",Agua_iva,1,
bv,word,"b,v",_inagre,1,
bv,word,"b,v",_añador,0,
bv,word,"b,v",_ioleta,1,
bv,word,"b,v",_elero,1,
bv,word,"b,v",_erruga,1,
bv,word,"b,v",a_rigo,0,
bv,word,"b,v",a_rir,0,
bv,word,"b,v",_ayamos,1,
bv,word,"b,v",ad_erbio,1,
bv,word,"b,v",transcri_ir,0,
bv,word,"b,v",_ino,1,
bv,word,"b,v",_estir,1,
bv,word,"b,v",_astón,0,
bv,word,"b,v",_icicleta,0,
bv,word,"b,v",_ender,1,
bv,word,"b,v",_orrar,0,
bv,word,"b,v",_olsa,0,
bv,word,"b,v",_aso,1,
bv,word,"b,v",cla_el,1,
bv,word,"b,v",cor_ata,0,
bv,word,"b,v",_isita,1,
bv,word,"b,v",a_becedario,0,
bv,word,"b,v",_ino,1,
bv,word,"b,v",_anco,0,
bv,word,"b,v",_iejo,1,
bv,word,"b,v",bar_a,0,
bv,word,"b,v",_arco,0,
bv,word,"b,v",_arriga,0,
bv,word,"b,v",_estir,1,
bv,word,"b,v",_ata,0,
bv,sentence,"b,v",Nosotros cele_ramos la victoria de nuestro equipo.,0,"Se escribe B antes de L y R (BLA y BRA). Ejemplos: doble, brazo, \n \nabrigo, broma, bruja, amable, boche, brillante, descibrir."
bv,sentence,"b,v",En la época de los romanos abundaban los escla_os.,1,"Se escriben con V los adjetivos terminados en -AVO, -AVA, -EVO, -EVA, -EVE, -IVO, -IVA. \n \nEjemplos: esclavo, octava, longevo, nueva, decisivo y activa."
bv,sentence,"b,v",No pongas el vaso sobre el mue_le .,0,"Se escribe B antes de L y R (BLA y BRA). Ejemplos: doble, brazo, \n \nabrigo, broma, bruja, amable, boche, brillante, descibrir."
bv,sentence,"b,v",Pa_lo trabaja en la oficina.,0,"Se escribe B antes de L y R (BLA y BRA). Ejemplos: doble, brazo, \n \nabrigo, broma, bruja, amable, boche, brillante, descibrir."
bv,sentence,"b,v",Lucía llegó la octa_a en la carrera.,1,"Se escriben con V los adjetivos terminados en -AVO, -AVA, -EVO, -EVA, -EVE, -IVO, -IVA. \n \nEjemplos: esclavo, octava, longevo, nueva, decisivo y activa."
bv,sentence,"b,v",Algunos niños son muy acti_os.,1,"Se escriben con V los adjetivos terminados en -AVO, -AVA, -EVO, -EVA, -EVE, -IVO, -IVA. \n \nEjemplos: esclavo, octava, longevo, nueva, decisivo y activa."
bv,sentence,"b,v",Esta pregunta será decisi_a para aprobar.,1,"Se escriben con V los adjetivos terminados en -AVO, -AVA, -EVO, -EVA, -EVE, -IVO, -IVA. \n \nEjemplos: esclavo, octava, longevo, nueva, decisivo y activa."
bv,sentence,"b,v",La sentencia ha sido desfavora_le.,0,"Se escribe B antes de L y R (BLA y BRA). Ejemplos: doble, brazo, \n \nabrigo, broma, bruja, amable, boche, brillante, descibrir."
bv,sentence,"b,v",Nos gustan las canciones nue_as.,1,"Se escriben con V los adjetivos terminados en -AVO, -AVA, -EVO, -EVA, -EVE, -IVO, -IVA. \n \nEjemplos: esclavo, octava, longevo, nueva, decisivo y activa."
bv,sentence,"b,v",Leí el relato de la niña invisi_le.,0,"Se escribe B antes de L y R (BLA y BRA). Ejemplos: doble, brazo, \n \nabrigo, broma, bruja, amable, boche, brillante, descibrir."
bv,sentence,"b,v",¿Te van a nom_rar delegado de curso?,0,"Se escribe B antes de L y R (BLA y BRA). Ejemplos: doble, brazo, \n \nabrigo, broma, bruja, amable, boche, brillante, descibrir."
bv,sentence,"b,v",Jesús tiene que devol_er el libro a la biblioteca.,1,"Se escriben con V las formas de los verbos acabados en -OLVER. \n \nEjemplos: absolver, disolver y volver."
bv,sentence,"b,v",Si quieres conducir no debes be_er.,0,"Se escriben con B los tiempos de los verbos BEBER, DEBER, CABER, SABER Y HABER. \n \nEjemplos: bebimos, deberás, cabía, sabremos, había, ha habido."
bv,sentence,"b,v",El jurado resol_ió la competición.,1,"Se escriben con V las formas de los verbos acabados en -OLVER. \n \nEjemplos: absolver, disolver y volver."
bv,sentence,"b,v",A Arturo le gusta cumplir con su de_er .,0,"Se escriben con B los tiempos de los verbos BEBER, DEBER, CABER, SABER Y HABER. \n \nEjemplos: bebimos, deberás, cabía, sabremos, había, ha habido."
bv,sentence,"b,v",No es saludable be_er demasiado.,0,"Se escriben con B los tiempos de los verbos BEBER, DEBER, CABER, SABER Y HABER. \n \nEjemplos: bebimos, deberás, cabía, sabremos, había, ha habido."
bv,sentence,"b,v",Este líquido no ca_e en la botella.,0,"Se escriben con B los tiempos de los verbos BEBER, DEBER, CABER, SABER Y HABER. \n \nEjemplos: bebimos, deberás, cabía, sabremos, había, ha habido."
bv,sentence,"b,v",¿Sabremos resol_er el problema?,1,"Se escriben con V las formas de los verbos acabados en -OLVER. \n \nEjemplos: absolver, disolver y volver."
bv,sentence,"b,v",¿ Vol_erá a llover en primavera?,1,"Se escriben con V las formas de los verbos acabados en -OLVER. \n \nEjemplos: absolver, disolver y volver."
bv,sentence,"b,v",En el río suele ha_er truchas.,0,"Se escriben con B los tiempos de los verbos BEBER, DEBER, CABER, SABER Y HABER. \n \nEjemplos: bebimos, deberás, cabía, sabremos, había, ha habido."
bv,sentence,"b,v",En adviento nos ha_laron mucho de Jesús.,0,"Se escribe B antes de L y R (BLA y BRA). Ejemplos: doble, brazo, \n \nabrigo, broma, bruja, amable, boche, brillante, descibrir."
bv,sentence,"b,v",El azúcar se disuel_e en el agua.,1,"Se escriben con V las formas de los verbos acabados en -OLVER. \n \nEjemplos: absolver, disolver y volver."
bv,sentence,"b,v",Es atractivo el color _lanco.,0,"Se escribe B antes de L y R (BLA y BRA). Ejemplos: doble, brazo, \n \nabrigo, broma, bruja, amable, boche, brillante, descibrir."
bv,sentence,"b,v",El sacerdote absuel_e los pecados en la confesión.,1,"Se escriben con V las formas de los verbos acabados en -OLVER. \n \nEjemplos: absolver, disolver y volver."
bv,sentence,"b,v",Los soldados vol_ían rendidos de las maniobras.,1,"Se escriben con V las formas de los verbos acabados en -OLVER. \n \nEjemplos: absolver, disolver y volver."
bv,sentence,"b,v",No me agrada esa _lusa amarilla.,0,"Se escribe B antes de L y R (BLA y BRA). Ejemplos: doble, brazo, \n \nabrigo, broma, bruja, amable, boche, brillante, descibrir."
bv,sentence,"b,v",Todos tenemos un om_ligo.,0,"Se escribe B antes de L y R (BLA y BRA). Ejemplos: doble, brazo, \n \nabrigo, broma, bruja, amable, boche, brillante, descibrir."
bv,sentence,"b,v",Este niño sa_e mucho de volcanes.,0,"Se escriben con B los tiempos de los verbos BEBER, DEBER, CABER, SABER Y HABER. \n \nEjemplos: bebimos, deberás, cabía, sabremos, había, ha habido."
bv,sentence,"b,v",Los escla_os se compraban y vendían.,1,"Se escriben con V los adjetivos terminados en -AVO, -AVA, -EVO, -EVA, -EVE, -IVO, -IVA. \n \nEjemplos: esclavo, octava, longevo, nueva, decisivo y activa."
bv,sentence,"b,v",Jesús llegó el octa_o en la carrera.,1,"Se escriben con V los adjetivos terminados en -AVO, -AVA, -EVO, -EVA, -EVE, -IVO, -IVA. \n \nEjemplos: esclavo, octava, longevo, nueva, decisivo y activa."
bv,sentence,"b,v",Después _amos a correr hasta la ermita.,1,"Se escriben con V las formas de los verbos que en infinitivo no tienen B ni V. \n \nEjemplos: de ir, voy, vamos"
bv,sentence,"b,v",Observa_a una ameba en el microscopio.,0,"Llevan B las terminaciones -ABA, -ABAS, -ÁBAMOS, -ABAIS, -ABAN de los verbos de la primera conjugación \n \nEjemplos: cantaba, jugabas, amaban, saltabas."
bv,sentence,"b,v",Lo detu_ieron por ser amigo de lo ajeno.,1,"Se escriben con V las formas de los verbos que en infinitivo no tienen B ni V. \n \nEjemplos: de ir, voy, vamos"
bv,sentence,"b,v",Felipe lleva_a la bandera olímpica.,0,"Llevan B las terminaciones -ABA, -ABAS, -ÁBAMOS, -ABAIS, -ABAN de los verbos de la primera conjugación \n \nEjemplos: cantaba, jugabas, amaban, saltabas."
bv,sentence,"b,v",Yo te ayudaré a ti y _iceversa.,1,"Llevan V las palabras que empiezan por VICE-, VIZ- o VI- \n \nEjemplos: vicealmirante, vizconde, virrey y vicepresidente."
bv,sentence,"b,v",Estu_imos hablando hasta muy tarde.,1,"Se escriben con V las formas de los verbos que en infinitivo no tienen B ni V. \n \nEjemplos: de ir, voy, vamos"
bv,sentence,"b,v",Juan es _icepresidente del club.,1,"Llevan V las palabras que empiezan por VICE-, VIZ- o VI- \n \nEjemplos: vicealmirante, vizconde, virrey y vicepresidente."
bv,sentence,"b,v",Te gusta o_tener buenas notas.,0,"Se escribe B cuando va seguida de consonante o está al final de palabra. \n \nEjemplos: Obsequio, club, objeto, obstáculo,obtener, Job. Excepto ovni."
bv,sentence,"b,v",Dicen que vieron un o_ni por la sierra.,1,"Se escribe B cuando va seguida de consonante o está al final de palabra. \n \nEjemplos: Obsequio, club, objeto, obstáculo,obtener, Job. Excepto ovni."
bv,sentence,"b,v",El autobús va de aquí al centro y _iceversa.,1,"Llevan V las palabras que empiezan por VICE-, VIZ- o VI- \n \nEjemplos: vicealmirante, vizconde, virrey y vicepresidente."
bv,sentence,"b,v",Hay ángulos agudos y o_tusos.,0,"Se escribe B cuando va seguida de consonante o está al final de palabra. \n \nEjemplos: Obsequio, club, objeto, obstáculo,obtener, Job. Excepto ovni."
bv,sentence,"b,v",Montse es _icerrectora de la Universidad.,1,"Llevan V las palabras que empiezan por VICE-, VIZ- o VI- \n \nEjemplos: vicealmirante, vizconde, virrey y vicepresidente."
bv,sentence,"b,v",Le han ofrecido un hermoso o_sequio.,0,"Se escribe B cuando va seguida de consonante o está al final de palabra. \n \nEjemplos: Obsequio, club, objeto, obstáculo,obtener, Job. Excepto ovni."
bv,sentence,"b,v",¿El año pasado canta_as en la coral?,0,"Llevan B las terminaciones -ABA, -ABAS, -ÁBAMOS, -ABAIS, -ABAN de los verbos de la primera conjugación \n \nEjemplos: cantaba, jugabas, amaban, saltabas."
bv,sentence,"b,v",Nuestro _icedirector procede de Sevilla.,1,"Llevan V las palabras que empiezan por VICE-, VIZ- o VI- \n \nEjemplos: vicealmirante, vizconde, virrey y vicepresidente."
bv,sentence,"b,v",Los científicos no creen en los o_nis.,1,"Se escribe B cuando va seguida de consonante o está al final de palabra. \n \nEjemplos: Obsequio, club, objeto, obstáculo,obtener, Job. Excepto ovni."
bv,sentence,"b,v",Estos alumnos o_tienen buenas calificaciones.,0,"Se escribe B cuando va seguida de consonante o está al final de palabra. \n \nEjemplos: Obsequio, club, objeto, obstáculo,obtener, Job. Excepto ovni."
bv,sentence,"b,v",Quedamos admirados de la voz del _icetiple.,1,"Llevan V las palabras que empiezan por VICE-, VIZ- o VI- \n \nEjemplos: vicealmirante, vizconde, virrey y vicepresidente."
bv,sentence,"b,v",Admiro la paciencia de Jo_,0,"Se escribe B cuando va seguida de consonante o está al final de palabra. \n \nEjemplos: Obsequio, club, objeto, obstáculo,obtener, Job. Excepto ovni."
bv,sentence,"b,v",El autobús va hasta el barrio de San León y _iceversa.,1,"Llevan V las palabras que empiezan por VICE-, VIZ- o VI- \n \nEjemplos: vicealmirante, vizconde, virrey y vicepresidente."
bv,sentence,"b,v",En la época de los romanos abunda_an los esclavos.,0,"Llevan B las terminaciones -ABA, -ABAS, -ÁBAMOS, -ABAIS, -ABAN de los verbos de la primera conjugación \n \nEjemplos: cantaba, jugabas, amaban, saltabas."
bv,sentence,"b,v",Nombraron _icepresidente a Pablo.,1,"Llevan V las palabras que empiezan por VICE-, VIZ- o VI- \n \nEjemplos: vicealmirante, vizconde, virrey y vicepresidente."
bv,sentence,"b,v",Dicen que en Palencia vieron un o_ni.,1,"Se escribe B cuando va seguida de consonante o está al final de palabra. \n \nEjemplos: Obsequio, club, objeto, obstáculo,obtener, Job. Excepto ovni."
bv,sentence,"b,v",El _icerrector nos escuchó amablemente.,1,"Llevan V las palabras que empiezan por VICE-, VIZ- o VI- \n \nEjemplos: vicealmirante, vizconde, virrey y vicepresidente."
bv,sentence,"b,v",Ayer estu_imos en el cine.,1,"Se escriben con V las formas de los verbos que en infinitivo no tienen B ni V. \n \nEjemplos: de ir, voy, vamos"
bv,sentence,"b,v",Suelo ir al clu_ Colina.,0,"Se escribe B cuando va seguida de consonante o está al final de palabra. \n \nEjemplos: Obsequio, club, objeto, obstáculo,obtener, Job. Excepto ovni."
bv,sentence,"b,v",Juan María tu_o una buena idea.,1,"Se escriben con V las formas de los verbos que en infinitivo no tienen B ni V. \n \nEjemplos: de ir, voy, vamos"
bv,sentence,"b,v",Pedro ha encontrado un o_jeto raro.,0,"Se escribe B cuando va seguida de consonante o está al final de palabra. \n \nEjemplos: Obsequio, club, objeto, obstáculo,obtener, Job. Excepto ovni."
bv,sentence,"b,v",Julio canta_a muy bien.,0,"Llevan B las terminaciones -ABA, -ABAS, -ÁBAMOS, -ABAIS, -ABAN de los verbos de la primera conjugación \n \nEjemplos: cantaba, jugabas, amaban, saltabas."
bv,sentence,"b,v",En tu cumpleaños te haré un o_sequio.,0,"Se escribe B cuando va seguida de consonante o está al final de palabra. \n \nEjemplos: Obsequio, club, objeto, obstáculo,obtener, Job. Excepto ovni."
bv,sentence,"b,v",Me gustan los poemas _ucólicos.,0,"Llevan B las palabras que empiezan por las sílabas BU-, BUR- y BUS- \n \nEjemplos: bueno, Burgos, buscar, burla, buque, bulla, burgalés y buñuelo."
bv,sentence,"b,v",Nosotros vi_imos en el hemisferio norte.,1,"Llevan B los verbos terminados en BIR, menos hervir, servir y vivir \n \nEjemplos: escribir, subir, prohibir, recibir, descubrir y suscribir"
bv,sentence,"b,v","Cuando vayas a _urgos , visita la catedral.",0,"Llevan B las palabras que empiezan por las sílabas BU-, BUR- y BUS- \n \nEjemplos: bueno, Burgos, buscar, burla, buque, bulla, burgalés y buñuelo."
bv,sentence,"b,v",El agua hier_e a los cien grados.,1,"Llevan B los verbos terminados en BIR, menos hervir, servir y vivir \n \nEjemplos: escribir, subir, prohibir, recibir, descubrir y suscribir"
